Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
1,NJN,Derrick Coleman,0.447,0.295,0.769,33.2,16.5,9.3,2.5,64.3,0.119
2,SEA,Gary Payton,0.466,0.317,0.729,35.3,16.3,3.9,6.7,145.5,0.148
3,DEN,Mahmoud Abdul-Rauf,0.442,0.354,0.905,26.7,14.6,1.9,3.5,25.2,0.077
4,ORL,Dennis Scott,0.417,0.397,0.793,28.6,12.9,2.8,2.1,33.4,0.089
5,CHH,Kendall Gill,0.434,0.3,0.754,30.5,13.4,4.1,3,47.8,0.078
6,MIN,Felton Spencer,0.484,0,0.658,19.2,5.2,5.4,0.3,20.9,0.081
7,SAC,Lionel Simmons,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,0.06
8,LAC,Bo Kimble,0.386,0.291,0.728,12.7,5.5,1.5,0.9,0.1,0.004
9,MIA,Willie Burton,0.424,0.345,0.786,21.1,10.3,2.9,1.2,9.1,0.065
10,ATL,Rumeal Robinson,0.432,0.344,0.611,18.1,7.6,1.8,3.5,5.2,0.041
11,GSW,Tyrone Hill,0.502,0,0.643,28,9.4,8.6,0.8,56.2,0.12
12,HOU,Alec Kessler,0.426,0.417,0.744,14,5.2,3.6,0.4,2,0.033
13,LAC,Loy Vaught,0.504,0.244,0.718,24.7,10.1,7.1,0.9,35.8,0.101
14,SAC,Travis Mays,0.41,0.362,0.749,25.8,11.1,2,2.8,2.4,0.039
15,MIA,Dave Jamerson,0.392,0.277,0.86,6.6,3.4,0.9,0.7,0.2,0.018
16,MIL,Terry Mills,0.457,0.384,0.781,24.2,10.6,5.4,1.3,33.3,0.097
17,NYK,Jerrod Mustaf,0.449,0,0.648,10.6,4,2.5,0.6,1.7,0.043
18,SAC,Duane Causwell,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,0.081
19,BOS,Dee Brown,0.436,0.357,0.825,27.7,11.1,2.6,3.7,33.4,0.095
20,MIN,Gerald Glass,0.433,0.236,0.643,16.7,7.7,2.5,1.5,1.8,0.025
21,PHO,Jayson Williams,0.44,0.125,0.606,20.6,7.3,7.5,0.6,20,0.098
22,NJN,Tate George,0.414,0.071,0.82,11.4,4.2,1,1.8,1.3,0.032
23,SAC,Anthony Bonner,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,0.07
24,SAS,Dwayne Schintzius,0.404,0.125,0.638,9,2.7,2.5,0.4,1,0.024
25,POR,Alaa Abdelnaby,0.502,0,0.701,12.5,5.7,3.3,0.3,4.8,0.072
26,DET,Lance Blanks,0.436,0.253,0.667,7.4,2,0.8,0.8,0.7,0.031
27,LAL,Elden Campbell,0.46,0.054,0.699,24.7,10.3,5.9,1.1,62.8,0.117
28,GSW,Les Jepsen,0.333,0,0.65,3.7,1,1.3,0,0.1,0.031
29,CHI,Toni Kukoc,0.447,0.335,0.729,26.3,11.6,4.2,3.7,59.6,0.129
30,MIA,Carl Herrera,0.476,0.143,0.643,17.3,5.3,3.6,0.6,9,0.054
31,PHO,Negele Knight,0.436,0.263,0.73,16.4,6.2,1.3,2.8,4.2,0.044
32,PHI,Brian Oliver,0.388,0.227,0.705,10,3.3,1,1,-0.5,-0.02
33,UTA,Walter Palmer,0.412,0,0.667,4.4,2.1,1.4,0.2,-0.1,-0.013
34,GSW,Kevin Pritchard,0.399,0.186,0.79,12,3.6,1,1.6,0.4,0.017
35,WSB,Greg Foster,0.44,0.225,0.748,12.2,3.9,2.6,0.5,5.6,0.033
36,ATL,Trevor Wilson,0.456,0,0.567,15.6,5.7,3.4,1,0.8,0.023
37,WSB,A.J. English,0.435,0.138,0.778,20.6,9.9,2.1,2.1,1.1,0.017
38,SEA,Jud Buechler,0.433,0.366,0.633,11.7,3.3,1.8,0.8,16.5,0.094
39,CHH,Steve Scheffler,0.558,0.2,0.759,5.3,1.9,1,0.1,2.9,0.153
40,SAC,Bimbo Coles,0.425,0.267,0.811,23.8,7.8,2.1,3.9,27.4,0.065
41,ATL,Steve Bardo,0.329,0.1,0.696,9.1,2.2,1.8,1.3,-0.1,-0.02
42,DEN,Marcus Liberty,0.417,0.34,0.664,17.1,7.3,3.5,0.9,4,0.042
43,SAS,Tony Massenburg,0.47,0.091,0.705,18,6.2,4.3,0.4,15.6,0.061
44,MIL,Steve Henson,0.403,0.432,0.869,9.6,3.1,0.7,2,3.8,0.079
45,IND,Antonio Davis,0.448,0.087,0.727,28.9,10,7.5,1.1,59.6,0.11
46,IND,Kenny Williams,0.511,0,0.68,11.2,4.8,2.7,0.6,7.4,0.122
47,PHI,Derek Strong,0.43,0.18,0.786,18.7,6.8,4.9,0.6,18.5,0.104
48,PHO,Cedric Ceballos,0.5,0.309,0.753,24.2,14.3,5.3,1.2,40.4,0.132
49,DAL,Phil Henderson,,,,,,,,,
50,PHO,Milos Babic,0.375,,0.65,4.1,1.8,1,0.5,-0.1,-0.028
51,LAL,Tony Smith,0.431,0.307,0.69,16,5.5,1.6,1.9,6.7,0.044
52,CLE,Stefano Rusconi,0.333,,0.4,4.3,1.1,0.9,0.4,-0.1,-0.104
53,SEA,Abdul Shamsid-Deen,,,,,,,,,
54,SAS,Sean Higgins,0.428,0.321,0.85,15.2,6.3,1.8,1,0.4,0.006
