Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
1,HOU,Yao Ming,0.524,0.2,0.833,32.5,19,9.2,1.6,65.9,0.2
2,CHI,Jay Williams,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02
3,GSW,Mike Dunleavy,0.443,0.373,0.803,28.6,11.9,4.5,2.4,52.8,0.105
4,MEM,Drew Gooden,0.466,0.245,0.759,26.7,11.7,7.5,1.2,42.3,0.106
5,DEN,Nikoloz Tskitishvili,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039
6,CLE,Dajuan Wagner,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0,0
7,NYK,Nene Hilario,0.546,0.094,0.673,29.3,12.6,6.8,2,59.6,0.142
8,LAC,Chris Wilcox,0.541,0,0.643,19.9,8.2,4.9,0.7,26.9,0.103
9,PHO,Amar'e Stoudemire,0.535,0.244,0.762,32.9,20.3,8.3,1.3,87.1,0.171
10,MIA,Caron Butler,0.435,0.347,0.846,33.7,15.1,5.3,2.4,48.6,0.087
11,WAS,Jared Jeffries,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046
12,LAC,Melvin Ely,0.46,0,0.625,16,5.3,3.2,0.7,4,0.032
13,MIL,Marcus Haislip,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026
14,IND,Fred Jones,0.411,0.353,0.809,24,7.5,2.2,2.3,16.5,0.077
15,HOU,Bostjan Nachbar,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074
16,PHI,Jiri Welsch,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059
17,WAS,Juan Dixon,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034
18,ORL,Curtis Borchardt,0.421,0,0.742,13.5,3.1,3.3,0.8,1,0.041
19,UTA,Ryan Humphrey,0.344,0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027
20,TOR,Kareem Rush,0.4,0.358,0.703,17.2,6.4,1.7,1,1.7,0.013
21,POR,Qyntel Woods,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032
22,PHO,Casey Jacobsen,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056
23,DET,Tayshaun Prince,0.455,0.366,0.757,32.5,12,4.5,2.5,60.3,0.1
24,NJN,Nenad Krstic,0.494,0.143,0.73,25.2,10,5.4,0.8,21.5,0.098
25,DEN,Frank Williams,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003
26,SAS,John Salmons,0.431,0.366,0.8,26.7,9.4,2.9,2.5,33.8,0.069
27,LAL,Chris Jefferies,0.383,0.365,0.667,12,3.9,1.2,0.4,-0.5,-0.03
28,SAC,Dan Dickau,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061
29,GSW,Steve Logan,,,,,,,,,
30,CHI,Roger Mason,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13,0.068
31,MEM,Robert Archibald,0.283,,0.429,7.5,1.2,1.6,0.4,0,-0.004
32,DEN,Vincent Yarbrough,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1,0.035
33,MIL,Dan Gadzuric,0.5,0,0.498,14.8,4.7,4.4,0.4,15.8,0.097
34,CLE,Carlos Boozer,0.522,0.071,0.727,31.9,16.6,9.7,2.3,78.2,0.148
35,NYK,Milos Vujanic,,,,,,,,,
36,ATL,David Andersen,0.44,0.347,0.674,12.3,4.9,2.8,0.6,1.5,0.059
37,HOU,Tito Maddox,0.25,0,0.625,3.9,1.2,0.8,0.6,0,-0.011
38,WAS,Rod Grizzard,,,,,,,,,
39,WAS,Juan Carlos Navarro,0.402,0.361,0.849,25.8,10.9,2.6,2.2,1.4,0.031
40,LAC,Mario Kasun,0.467,0,0.636,7.8,2.7,2.6,0.2,0.8,0.069
41,MIL,Ronald Murray,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037
42,POR,Jason Jennings,,,,,,,,,
43,CHI,Lonny Baxter,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075
44,PHI,Sam Clancy,,,,,,,,,
45,MEM,Matt Barnes,0.448,0.333,0.731,22.4,7.9,4.5,1.7,34,0.103
46,UTA,Jamal Sampson,0.491,0,0.537,8.8,2,3.4,0.4,1.4,0.106
47,MIL,Chris Owens,0.667,,,6,4,1,0,0,-0.032
48,SEA,Peter Fehse,,,,,,,,,
49,BOS,Darius Songaila,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083
50,POR,Federico Kammerichs,,,,,,,,,
51,MIN,Marcus Taylor,,,,,,,,,
52,MIA,Rasual Butler,0.401,0.36,0.746,22.2,7.8,2.4,0.8,17.1,0.053
53,NJN,Tamar Slay,0.361,0.265,0.538,7.8,2.6,1.1,0.5,-0.3,-0.029
54,DAL,Mladen Sekularac,,,,,,,,,
55,SAS,Luis Scola,0.5,0.146,0.747,27.6,13.1,7.1,1.8,37.4,0.116
56,SAS,Randy Holcomb,1,,,2.8,0.5,0.3,0,0,0.15
57,SAC,Corsley Edwards,0.323,,0.583,11,2.7,2.5,0.3,0.1,0.026
